GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr	study_items	common1	common2	in_pop	total_pop	fold_enrichment
GO:1901293	BP	e	nucleoside phosphate biosynthetic process	2/2	61/2633	0.0005281342603870215	7.0	2.0	0.032	P15254, P37051	uvrA	recJ	61	2633	43.16393442622951
GO:1901293	BP	e	nucleoside phosphate biosynthetic process	2/2	61/2633	0.0005281342603870215	7.0	2.0	0.027999999999999997	P0ADG7, P0AG16	sirA	yheM	61	2633	43.16393442622951
GO:1901293	BP	e	nucleoside phosphate biosynthetic process	2/2	61/2633	0.0005281342603870215	7.0	2.0	0.016	P04079, P0A7D4	guaA	purA	61	2633	43.16393442622951
GO:1901293	BP	e	nucleoside phosphate biosynthetic process	2/2	61/2633	0.0005281342603870215	7.0	2.0	0.026000000000000002	P08178, P08179	guaB	purF	61	2633	43.16393442622951
GO:1901293	BP	e	nucleoside phosphate biosynthetic process	2/2	61/2633	0.0005281342603870215	7.0	2.0	0.026000000000000002	P0A7E3, P0AG16	smpA	bamB	61	2633	43.16393442622951
GO:1901293	BP	e	nucleoside phosphate biosynthetic process	2/2	61/2633	0.0005281342603870215	7.0	2.0	0.04	P0A7D4, P0A7E1	purA	pyrD	61	2633	43.16393442622951
GO:1901293	BP	e	nucleoside phosphate biosynthetic process	2/2	61/2633	0.0005281342603870215	7.0	2.0	0.03	P08178, P37051	entB	entE	61	2633	43.16393442622951
GO:1901293	BP	e	nucleoside phosphate biosynthetic process	2/2	61/2633	0.0005281342603870215	7.0	2.0	0.016	P0A7E3, P15254	pyrE	purL	61	2633	43.16393442622951
GO:1901293	BP	e	nucleoside phosphate biosynthetic process	2/2	61/2633	0.0005281342603870215	7.0	2.0	0.036000000000000004	P10902, P30011	nadB	nadC	61	2633	43.16393442622951
GO:1901293	BP	e	nucleoside phosphate biosynthetic process	2/2	61/2633	0.0005281342603870215	7.0	2.0	0.038	P08178, P0A7D4	purM	purA	61	2633	43.16393442622951
GO:0044212	MF	e	transcription regulatory region DNA binding	2/2	61/2633	0.0005281342603870215	5.0	2.0	0.038	P23836, P38684	nuoA	nuoE	61	2633	43.16393442622951
GO:1901293	BP	e	nucleoside phosphate biosynthetic process	2/2	61/2633	0.0005281342603870215	7.0	2.0	0.032	P08178, P0AG16	acrA	imp	61	2633	43.16393442622951
GO:1901293	BP	e	nucleoside phosphate biosynthetic process	2/2	61/2633	0.0005281342603870215	7.0	2.0	0.027999999999999997	P08179, P0A7D4	purN	purA	61	2633	43.16393442622951
GO:1901293	BP	e	nucleoside phosphate biosynthetic process	2/2	61/2633	0.0005281342603870215	7.0	2.0	0.024	P05020, P0A7D4	pyrC	purA	61	2633	43.16393442622951
GO:1901293	BP	e	nucleoside phosphate biosynthetic process	2/2	61/2633	0.0005281342603870215	7.0	2.0	0.027999999999999997	P05020, P15640	argA	argG	61	2633	43.16393442622951
GO:1901293	BP	e	nucleoside phosphate biosynthetic process	2/2	61/2633	0.0005281342603870215	7.0	2.0	0.04	P05020, P0AG16	pyrC	purF	61	2633	43.16393442622951
GO:1901293	BP	e	nucleoside phosphate biosynthetic process	2/2	61/2633	0.0005281342603870215	7.0	2.0	0.032	P0A7E3, P0ADG7	pyrE	guaB	61	2633	43.16393442622951
GO:0044212	MF	e	transcription regulatory region DNA binding	2/2	61/2633	0.0005281342603870215	5.0	2.0	0.024	P0A6R3, P38684	ubiH	ubiF	61	2633	43.16393442622951
GO:1901293	BP	e	nucleoside phosphate biosynthetic process	2/2	61/2633	0.0005281342603870215	7.0	2.0	0.034	P05020, P37051	manX	manZ	61	2633	43.16393442622951
GO:1901293	BP	e	nucleoside phosphate biosynthetic process	2/2	61/2633	0.0005281342603870215	7.0	2.0	0.04	P37051, P37146	purD	purU	61	2633	43.16393442622951
GO:1901293	BP	e	nucleoside phosphate biosynthetic process	2/2	61/2633	0.0005281342603870215	7.0	2.0	0.027999999999999997	P05020, P0A7E3	fepD	fepC	61	2633	43.16393442622951
GO:1901293	BP	e	nucleoside phosphate biosynthetic process	2/2	61/2633	0.0005281342603870215	7.0	2.0	0.02	P08179, P15254	purN	purL	61	2633	43.16393442622951
GO:0001067	MF	e	regulatory region nucleic acid binding	2/2	61/2633	0.0005281342603870215	4.0	2.0	0.048	P0A9F1, P38684	ruvA	ruvC	61	2633	43.16393442622951
GO:1901293	BP	e	nucleoside phosphate biosynthetic process	2/2	61/2633	0.0005281342603870215	7.0	2.0	0.027999999999999997	P0A7E1, P0A7E3	pyrD	pyrE	61	2633	43.16393442622951
GO:1901293	BP	e	nucleoside phosphate biosynthetic process	2/2	61/2633	0.0005281342603870215	7.0	2.0	0.034	P10902, P11458	nadB	nadA	61	2633	43.16393442622951
GO:0044212	MF	e	transcription regulatory region DNA binding	2/2	61/2633	0.0005281342603870215	5.0	2.0	0.048	P0A9F1, P38684	ruvA	ruvC	61	2633	43.16393442622951
GO:1901293	BP	e	nucleoside phosphate biosynthetic process	2/2	61/2633	0.0005281342603870215	7.0	2.0	0.034	P0AG16, P37051	nuoN	nuoC	61	2633	43.16393442622951
GO:1901293	BP	e	nucleoside phosphate biosynthetic process	2/2	61/2633	0.0005281342603870215	7.0	2.0	0.024	P0AG16, P15640	pdxJ	nadC	61	2633	43.16393442622951
GO:1901293	BP	e	nucleoside phosphate biosynthetic process	2/2	61/2633	0.0005281342603870215	7.0	2.0	0.013999999999999999	P15254, P30011	metB	thiE	61	2633	43.16393442622951
GO:1901293	BP	e	nucleoside phosphate biosynthetic process	2/2	61/2633	0.0005281342603870215	7.0	2.0	0.016	P0A7D4, P0ADG7	purA	guaB	61	2633	43.16393442622951
GO:1901293	BP	e	nucleoside phosphate biosynthetic process	2/2	61/2633	0.0005281342603870215	7.0	2.0	0.027999999999999997	P0A7D4, P15254	purA	purL	61	2633	43.16393442622951
GO:1901293	BP	e	nucleoside phosphate biosynthetic process	2/2	61/2633	0.0005281342603870215	7.0	2.0	0.024	P0A7E3, P15640	purM	pyrF	61	2633	43.16393442622951
GO:1901293	BP	e	nucleoside phosphate biosynthetic process	2/2	61/2633	0.0005281342603870215	7.0	2.0	0.018000000000000002	P05020, P08178	pdxJ	thiD	61	2633	43.16393442622951
GO:1901293	BP	e	nucleoside phosphate biosynthetic process	2/2	61/2633	0.0005281342603870215	7.0	2.0	0.022000000000000002	P0AB98, P68699	atpB	atpE	61	2633	43.16393442622951
GO:1901293	BP	e	nucleoside phosphate biosynthetic process	2/2	61/2633	0.0005281342603870215	7.0	2.0	0.026000000000000002	P0A7E1, P15640	pyrD	purD	61	2633	43.16393442622951
GO:1901293	BP	e	nucleoside phosphate biosynthetic process	2/2	61/2633	0.0005281342603870215	7.0	2.0	0.038	P0ADG7, P15254	hisD	pheA	61	2633	43.16393442622951
GO:1901293	BP	e	nucleoside phosphate biosynthetic process	2/2	61/2633	0.0005281342603870215	7.0	2.0	0.032	P11458, P30011	nadA	nadC	61	2633	43.16393442622951
GO:1901293	BP	e	nucleoside phosphate biosynthetic process	2/2	61/2633	0.0005281342603870215	7.0	2.0	0.027999999999999997	P0AG16, P15254	acrA	acrB	61	2633	43.16393442622951
GO:1901293	BP	e	nucleoside phosphate biosynthetic process	2/2	61/2633	0.0005281342603870215	7.0	2.0	0.042	P0A7E1, P15254	pykF	rstB	61	2633	43.16393442622951
GO:1901293	BP	e	nucleoside phosphate biosynthetic process	2/2	61/2633	0.0005281342603870215	7.0	2.0	0.04	P08178, P0A7E1	thrA	ilvE	61	2633	43.16393442622951
GO:1901293	BP	e	nucleoside phosphate biosynthetic process	2/2	61/2633	0.0005281342603870215	7.0	2.0	0.032	P08179, P0ADG7	nuoE	nuoC	61	2633	43.16393442622951
GO:0001067	MF	e	regulatory region nucleic acid binding	2/2	61/2633	0.0005281342603870215	4.0	2.0	0.016	P0ACS5, P0AF28	kefC	fhuD	61	2633	43.16393442622951
GO:1901293	BP	e	nucleoside phosphate biosynthetic process	2/2	61/2633	0.0005281342603870215	7.0	2.0	0.027999999999999997	P08179, P0A7E1	nuoA	nuoK	61	2633	43.16393442622951
GO:1901293	BP	e	nucleoside phosphate biosynthetic process	2/2	61/2633	0.0005281342603870215	7.0	2.0	0.03	P0AB98, P0ABB0	atpB	atpA	61	2633	43.16393442622951
GO:1901293	BP	e	nucleoside phosphate biosynthetic process	2/2	61/2633	0.0005281342603870215	7.0	2.0	0.032	P05020, P15254	cyoB	cyoA	61	2633	43.16393442622951
GO:1901293	BP	e	nucleoside phosphate biosynthetic process	2/2	61/2633	0.0005281342603870215	7.0	2.0	0.036000000000000004	P0A7E1, P0ADG7	pyrD	guaB	61	2633	43.16393442622951
GO:1901293	BP	e	nucleoside phosphate biosynthetic process	2/2	61/2633	0.0005281342603870215	7.0	2.0	0.024	P15640, P37051	ycjU	ygcO	61	2633	43.16393442622951
GO:0046943	MF	e	carboxylic acid transmembrane transporter activity	2/2	61/2633	0.0005281342603870215	6.0	2.0	0.04	P0A9S7, P0AAE8	nadB	pdxA	61	2633	43.16393442622951
GO:0046943	MF	e	carboxylic acid transmembrane transporter activity	2/2	61/2633	0.0005281342603870215	6.0	2.0	0.03	P0AG34, P0AG38	sdhB	nuoB	61	2633	43.16393442622951
GO:1901293	BP	e	nucleoside phosphate biosynthetic process	2/2	61/2633	0.0005281342603870215	7.0	2.0	0.013999999999999999	P15254, P15640	purL	purD	61	2633	43.16393442622951
GO:1901293	BP	e	nucleoside phosphate biosynthetic process	2/2	61/2633	0.0005281342603870215	7.0	2.0	0.04	P0A7D4, P0AG16	nuoE	nuoG	61	2633	43.16393442622951
GO:1901293	BP	e	nucleoside phosphate biosynthetic process	2/2	61/2633	0.0005281342603870215	7.0	2.0	0.032	P0A7E1, P0AG16	purF	purD	61	2633	43.16393442622951
GO:1901293	BP	e	nucleoside phosphate biosynthetic process	2/2	61/2633	0.0005281342603870215	7.0	2.0	0.034	P08178, P0A7E3	der	rplA	61	2633	43.16393442622951
GO:1901293	BP	e	nucleoside phosphate biosynthetic process	2/2	61/2633	0.0005281342603870215	7.0	2.0	0.038	P0A7E3, P37051	pyrD	purU	61	2633	43.16393442622951
GO:1901293	BP	e	nucleoside phosphate biosynthetic process	2/2	61/2633	0.0005281342603870215	7.0	2.0	0.034	P0A7E1, P37051	thrC	metE	61	2633	43.16393442622951
GO:1901293	BP	e	nucleoside phosphate biosynthetic process	2/2	61/2633	0.0005281342603870215	7.0	2.0	0.032	P08179, P0A7E3	atpC	atpD	61	2633	43.16393442622951
GO:1901293	BP	e	nucleoside phosphate biosynthetic process	2/2	61/2633	0.0005281342603870215	7.0	2.0	0.03	P0A7D4, P15640	glyA	serA	61	2633	43.16393442622951
GO:0044212	MF	e	transcription regulatory region DNA binding	2/2	61/2633	0.0005281342603870215	5.0	2.0	0.016	P0ACS5, P0AF28	kefC	fhuD	61	2633	43.16393442622951
GO:1901293	BP	e	nucleoside phosphate biosynthetic process	2/2	61/2633	0.0005281342603870215	7.0	2.0	0.02	P05020, P0ADG7	pyrC	guaB	61	2633	43.16393442622951
GO:1901293	BP	e	nucleoside phosphate biosynthetic process	2/2	61/2633	0.0005281342603870215	7.0	2.0	0.027999999999999997	P0A6E6, P68699	atpC	atpE	61	2633	43.16393442622951
GO:0010035	BP	e	response to inorganic substance	2/2	62/2633	0.0005457387357332557	3.0	2.0	0.04	P36649, Q59385	yrbD	vacJ	62	2633	42.467741935483865
GO:0051259	BP	e	protein complex oligomerization	2/2	62/2633	0.0005457387357332557	5.0	2.0	0.03	P06968, P0AEK4	hisF	hisG	62	2633	42.467741935483865
GO:0051259	BP	e	protein complex oligomerization	2/2	62/2633	0.0005457387357332557	5.0	2.0	0.016	P03018, P0A809	purM	purD	62	2633	42.467741935483865
GO:0051259	BP	e	protein complex oligomerization	2/2	62/2633	0.0005457387357332557	5.0	2.0	0.04	P05793, P0AEZ1	lpxC	lpxM	62	2633	42.467741935483865
GO:0010035	BP	e	response to inorganic substance	2/2	62/2633	0.0005457387357332557	3.0	2.0	0.026000000000000002	P0ADE6, P0AFA2	ilvD	leuA	62	2633	42.467741935483865
GO:0010035	BP	e	response to inorganic substance	2/2	62/2633	0.0005457387357332557	3.0	2.0	0.02	P27896, P30855	cyoB	cyoC	62	2633	42.467741935483865
GO:0051259	BP	e	protein complex oligomerization	2/2	62/2633	0.0005457387357332557	5.0	2.0	0.04	P0A853, P25553	thrA	metB	62	2633	42.467741935483865
GO:0005342	MF	e	organic acid transmembrane transporter activity	2/2	63/2633	0.0005636318090359942	3.0	2.0	0.03	P0AG34, P0AG38	sdhB	nuoB	63	2633	41.79365079365079
GO:0005342	MF	e	organic acid transmembrane transporter activity	2/2	63/2633	0.0005636318090359942	3.0	2.0	0.036000000000000004	P0A9S7, P0AA78	yfiO	lolA	63	2633	41.79365079365079
GO:0005342	MF	e	organic acid transmembrane transporter activity	2/2	63/2633	0.0005636318090359942	3.0	2.0	0.04	P0A9S7, P0AAE8	livG	cadB	63	2633	41.79365079365079
GO:0009451	BP	e	RNA modification	2/2	64/2633	0.0005818134802952321	7.0	2.0	0.032	P25522, P45531	purN	purA	64	2633	41.140625
GO:0019693	BP	e	ribose phosphate metabolic process	2/2	64/2633	0.0005818134802952321	5.0	2.0	0.016	P04079, P0A7D4	guaA	purA	64	2633	41.140625
GO:0019693	BP	e	ribose phosphate metabolic process	2/2	64/2633	0.0005818134802952321	5.0	2.0	0.034	P0A7E1, P37051	thrC	metE	64	2633	41.140625
GO:0019693	BP	e	ribose phosphate metabolic process	2/2	64/2633	0.0005818134802952321	5.0	2.0	0.044000000000000004	P0A7E1, P15254	tolB	pal	64	2633	41.140625
GO:0019693	BP	e	ribose phosphate metabolic process	2/2	64/2633	0.0005818134802952321	5.0	2.0	0.024	P0A7D4, P37051	yfbQ	serC	64	2633	41.140625
GO:0009451	BP	e	RNA modification	2/2	64/2633	0.0005818134802952321	7.0	2.0	0.036000000000000004	P0A6U3, P45530	moaA	mobA	64	2633	41.140625
GO:0019693	BP	e	ribose phosphate metabolic process	2/2	64/2633	0.0005818134802952321	5.0	2.0	0.038	P0A7E1, P0ADG7	pyrD	guaB	64	2633	41.140625
GO:0019693	BP	e	ribose phosphate metabolic process	2/2	64/2633	0.0005818134802952321	5.0	2.0	0.036000000000000004	P15254, P37051	cysI	cysJ	64	2633	41.140625
GO:0009451	BP	e	RNA modification	2/2	64/2633	0.0005818134802952321	7.0	2.0	0.03	P0A6U3, P25522	trpB	serC	64	2633	41.140625
GO:0019693	BP	e	ribose phosphate metabolic process	2/2	64/2633	0.0005818134802952321	5.0	2.0	0.022000000000000002	P0AB98, P68699	atpB	atpE	64	2633	41.140625
GO:0019693	BP	e	ribose phosphate metabolic process	2/2	64/2633	0.0005818134802952321	5.0	2.0	0.016	P0A7D4, P0ADG7	purA	guaB	64	2633	41.140625
GO:0009451	BP	e	RNA modification	2/2	64/2633	0.0005818134802952321	7.0	2.0	0.027999999999999997	P0A890, P45531	recF	recR	64	2633	41.140625
GO:0019693	BP	e	ribose phosphate metabolic process	2/2	64/2633	0.0005818134802952321	5.0	2.0	0.027999999999999997	P12281, P30749	moeA	moaE	64	2633	41.140625
GO:0009451	BP	e	RNA modification	2/2	64/2633	0.0005818134802952321	7.0	2.0	0.034	P45531, P45532	yheM	yheN	64	2633	41.140625
GO:0019693	BP	e	ribose phosphate metabolic process	2/2	64/2633	0.0005818134802952321	5.0	2.0	0.038	P0A6E6, P0AB98	atpC	atpB	64	2633	41.140625
GO:0019693	BP	e	ribose phosphate metabolic process	2/2	64/2633	0.0005818134802952321	5.0	2.0	0.034	P08179, P0ADG7	nuoE	nuoC	64	2633	41.140625
GO:0019693	BP	e	ribose phosphate metabolic process	2/2	64/2633	0.0005818134802952321	5.0	2.0	0.04	P0A7D4, P0A7E1	purA	pyrD	64	2633	41.140625
GO:0019693	BP	e	ribose phosphate metabolic process	2/2	64/2633	0.0005818134802952321	5.0	2.0	0.034	P0ABB0, P68699	atpA	atpE	64	2633	41.140625
GO:0019693	BP	e	ribose phosphate metabolic process	2/2	64/2633	0.0005818134802952321	5.0	2.0	0.03	P08179, P0A7E1	nuoA	nuoK	64	2633	41.140625
GO:0009451	BP	e	RNA modification	2/2	64/2633	0.0005818134802952321	7.0	2.0	0.027999999999999997	P45530, P45531	yheL	yheM	64	2633	41.140625
GO:0019693	BP	e	ribose phosphate metabolic process	2/2	64/2633	0.0005818134802952321	5.0	2.0	0.034	P0A6E6, P0ABB0	atpC	atpA	64	2633	41.140625
GO:0009451	BP	e	RNA modification	2/2	64/2633	0.0005818134802952321	7.0	2.0	0.026000000000000002	P0A6U3, P45531	purM	argG	64	2633	41.140625
GO:0019693	BP	e	ribose phosphate metabolic process	2/2	64/2633	0.0005818134802952321	5.0	2.0	0.027999999999999997	P0A7D4, P15254	purA	purL	64	2633	41.140625
GO:0019693	BP	e	ribose phosphate metabolic process	2/2	64/2633	0.0005818134802952321	5.0	2.0	0.04	P0ADG7, P15254	hisD	pheA	64	2633	41.140625
GO:0009451	BP	e	RNA modification	2/2	64/2633	0.0005818134802952321	7.0	2.0	0.044000000000000004	P45530, P45532	infC	rbfA	64	2633	41.140625
GO:0019693	BP	e	ribose phosphate metabolic process	2/2	64/2633	0.0005818134802952321	5.0	2.0	0.03	P0AEY3, P27302	der	prfC	64	2633	41.140625
GO:0009451	BP	e	RNA modification	2/2	64/2633	0.0005818134802952321	7.0	2.0	0.013999999999999999	P0A890, P45530	pstA	pstS	64	2633	41.140625
GO:0019693	BP	e	ribose phosphate metabolic process	2/2	64/2633	0.0005818134802952321	5.0	2.0	0.032	P0AB98, P0ABB0	atpB	atpA	64	2633	41.140625
GO:0019693	BP	e	ribose phosphate metabolic process	2/2	64/2633	0.0005818134802952321	5.0	2.0	0.03	P0A6E6, P68699	atpC	atpE	64	2633	41.140625
GO:0009451	BP	e	RNA modification	2/2	64/2633	0.0005818134802952321	7.0	2.0	0.034	P0A890, P45532	metB	cysK	64	2633	41.140625
GO:0009451	BP	e	RNA modification	2/2	64/2633	0.0005818134802952321	7.0	2.0	0.02	P25522, P45530	livG	feoA	64	2633	41.140625
GO:0019693	BP	e	ribose phosphate metabolic process	2/2	64/2633	0.0005818134802952321	5.0	2.0	0.027999999999999997	P08179, P0A7D4	purN	purA	64	2633	41.140625
GO:0019693	BP	e	ribose phosphate metabolic process	2/2	64/2633	0.0005818134802952321	5.0	2.0	0.038	P0AEY3, P69451	yheL	yheN	64	2633	41.140625
GO:0019693	BP	e	ribose phosphate metabolic process	2/2	64/2633	0.0005818134802952321	5.0	2.0	0.02	P08179, P15254	purN	purL	64	2633	41.140625
GO:0045333	BP	e	cellular respiration	2/2	65/2633	0.0006002837495109567	5.0	2.0	0.02	P0AAM1, P0ACD8	thiC	thiE	65	2633	40.50769230769231
GO:0045333	BP	e	cellular respiration	2/2	65/2633	0.0006002837495109567	5.0	2.0	0.027999999999999997	P0ABI8, P0ABJ1	ilvC	leuA	65	2633	40.50769230769231
GO:0045333	BP	e	cellular respiration	2/2	65/2633	0.0006002837495109567	5.0	2.0	0.024	P25516, P26458	pstA	pstC	65	2633	40.50769230769231
GO:0045333	BP	e	cellular respiration	2/2	65/2633	0.0006002837495109567	5.0	2.0	0.038	P0ABJ9, P0ABK2	proB	proC	65	2633	40.50769230769231
GO:0045333	BP	e	cellular respiration	2/2	65/2633	0.0006002837495109567	5.0	2.0	0.022000000000000002	P07014, P33602	ilvC	metF	65	2633	40.50769230769231
GO:0045333	BP	e	cellular respiration	2/2	65/2633	0.0006002837495109567	5.0	2.0	0.026000000000000002	P0AFC7, P69054	argA	proC	65	2633	40.50769230769231
GO:0045333	BP	e	cellular respiration	2/2	65/2633	0.0006002837495109567	5.0	2.0	0.038	P07014, P0ABI8	nuoA	nuoM	65	2633	40.50769230769231
GO:0045333	BP	e	cellular respiration	2/2	65/2633	0.0006002837495109567	5.0	2.0	0.026000000000000002	P07014, P0ABJ6	mnmE	yheL	65	2633	40.50769230769231
GO:0045333	BP	e	cellular respiration	2/2	65/2633	0.0006002837495109567	5.0	2.0	0.032	P0AFC7, P31979	ilvE	nadA	65	2633	40.50769230769231
GO:0045333	BP	e	cellular respiration	2/2	65/2633	0.0006002837495109567	5.0	2.0	0.02	P07014, P0AC41	sdhB	sdhA	65	2633	40.50769230769231
GO:0045333	BP	e	cellular respiration	2/2	65/2633	0.0006002837495109567	5.0	2.0	0.026000000000000002	P0ABI8, P0AEA5	purD	purU	65	2633	40.50769230769231
GO:0045333	BP	e	cellular respiration	2/2	65/2633	0.0006002837495109567	5.0	2.0	0.026000000000000002	P0ABJ6, P0AEA5	nuoN	sdhC	65	2633	40.50769230769231
GO:0045333	BP	e	cellular respiration	2/2	65/2633	0.0006002837495109567	5.0	2.0	0.036000000000000004	P0AC41, P0AFE8	arcA	torR	65	2633	40.50769230769231
GO:0045333	BP	e	cellular respiration	2/2	65/2633	0.0006002837495109567	5.0	2.0	0.03	P0AFF0, P69054	hisC	hisA	65	2633	40.50769230769231
GO:0045333	BP	e	cellular respiration	2/2	65/2633	0.0006002837495109567	5.0	2.0	0.032	P0AFD4, P0AFF0	nuoH	nuoN	65	2633	40.50769230769231
GO:0042578	MF	e	phosphoric ester hydrolase activity	2/2	65/2633	0.0006002837495109567	4.0	2.0	0.024	P06987, P22255	moeA	moaE	65	2633	40.50769230769231
GO:0045333	BP	e	cellular respiration	2/2	65/2633	0.0006002837495109567	5.0	2.0	0.026000000000000002	P0ABJ1, P0ABJ6	atpF	atpE	65	2633	40.50769230769231
GO:0045333	BP	e	cellular respiration	2/2	65/2633	0.0006002837495109567	5.0	2.0	0.027999999999999997	P0ABJ1, P0AEA5	hisC	hisB	65	2633	40.50769230769231
GO:0045333	BP	e	cellular respiration	2/2	65/2633	0.0006002837495109567	5.0	2.0	0.01	P07014, P0AFE8	smpA	bamB	65	2633	40.50769230769231
GO:0045333	BP	e	cellular respiration	2/2	65/2633	0.0006002837495109567	5.0	2.0	0.036000000000000004	P07014, P69054	malF	malG	65	2633	40.50769230769231
GO:0045333	BP	e	cellular respiration	2/2	65/2633	0.0006002837495109567	5.0	2.0	0.032	P0AFD4, P33602	murD	murE	65	2633	40.50769230769231
GO:0045333	BP	e	cellular respiration	2/2	65/2633	0.0006002837495109567	5.0	2.0	0.02	P0ABJ3, P0ABJ6	cyoC	cyoD	65	2633	40.50769230769231
GO:0045333	BP	e	cellular respiration	2/2	65/2633	0.0006002837495109567	5.0	2.0	0.027999999999999997	P0AFC7, P0AFF0	nuoB	nuoN	65	2633	40.50769230769231
GO:0045333	BP	e	cellular respiration	2/2	65/2633	0.0006002837495109567	5.0	2.0	0.02	P0AFF0, P33602	trpB	cysK	65	2633	40.50769230769231
GO:0045333	BP	e	cellular respiration	2/2	65/2633	0.0006002837495109567	5.0	2.0	0.022000000000000002	P0AC41, P31979	trpA	hisA	65	2633	40.50769230769231
GO:0045333	BP	e	cellular respiration	2/2	65/2633	0.0006002837495109567	5.0	2.0	0.03	P0AFE8, P0AFF0	thrC	metB	65	2633	40.50769230769231
GO:0042578	MF	e	phosphoric ester hydrolase activity	2/2	65/2633	0.0006002837495109567	4.0	2.0	0.034	P19926, P75914	galU	rfaQ	65	2633	40.50769230769231
GO:0045333	BP	e	cellular respiration	2/2	65/2633	0.0006002837495109567	5.0	2.0	0.026000000000000002	P31979, P33602	lysA	serC	65	2633	40.50769230769231
GO:0045333	BP	e	cellular respiration	2/2	65/2633	0.0006002837495109567	5.0	2.0	0.044000000000000004	P07014, P0AFD4	nuoN	nuoG	65	2633	40.50769230769231
GO:0045333	BP	e	cellular respiration	2/2	65/2633	0.0006002837495109567	5.0	2.0	0.032	P0ABJ3, P0AEA5	purN	purA	65	2633	40.50769230769231
GO:0045333	BP	e	cellular respiration	2/2	65/2633	0.0006002837495109567	5.0	2.0	0.026000000000000002	P07014, P0AFF0	ilvA	trpB	65	2633	40.50769230769231
GO:0045333	BP	e	cellular respiration	2/2	65/2633	0.0006002837495109567	5.0	2.0	0.027999999999999997	P0ABI8, P0ABJ6	purK	glnA	65	2633	40.50769230769231
GO:0045333	BP	e	cellular respiration	2/2	65/2633	0.0006002837495109567	5.0	2.0	0.026000000000000002	P0AFC7, P33602	ilvA	leuC	65	2633	40.50769230769231
GO:0045333	BP	e	cellular respiration	2/2	65/2633	0.0006002837495109567	5.0	2.0	0.022000000000000002	P0AFC7, P0AFD4	ilvA	cysK	65	2633	40.50769230769231
GO:0045333	BP	e	cellular respiration	2/2	65/2633	0.0006002837495109567	5.0	2.0	0.026000000000000002	P0AFE8, P31979	metF	metE	65	2633	40.50769230769231
GO:0045333	BP	e	cellular respiration	2/2	65/2633	0.0006002837495109567	5.0	2.0	0.044000000000000004	P0ABJ1, P0ABJ3	thiE	thiG	65	2633	40.50769230769231
GO:0045333	BP	e	cellular respiration	2/2	65/2633	0.0006002837495109567	5.0	2.0	0.026000000000000002	P0AAJ3, P11349	caiD	fixB	65	2633	40.50769230769231
GO:0045333	BP	e	cellular respiration	2/2	65/2633	0.0006002837495109567	5.0	2.0	0.016	P0AC41, P69054	ccmH	dmsA	65	2633	40.50769230769231
GO:0045333	BP	e	cellular respiration	2/2	65/2633	0.0006002837495109567	5.0	2.0	0.027999999999999997	P0AFF0, P31979	nuoN	nuoF	65	2633	40.50769230769231
GO:0042578	MF	e	phosphoric ester hydrolase activity	2/2	65/2633	0.0006002837495109567	4.0	2.0	0.042	P0A8Y5, P11071	narQ	evgS	65	2633	40.50769230769231
GO:0051173	BP	e	positive regulation of nitrogen compound metabolic process	2/2	65/2633	0.0006002837495109567	5.0	2.0	0.036000000000000004	P21514, P33595	entC	entA	65	2633	40.50769230769231
GO:0045333	BP	e	cellular respiration	2/2	65/2633	0.0006002837495109567	5.0	2.0	0.027999999999999997	P07014, P0AFC7	tolR	envC	65	2633	40.50769230769231
GO:0045333	BP	e	cellular respiration	2/2	65/2633	0.0006002837495109567	5.0	2.0	0.034	P07014, P0ABJ3	metB	trpB	65	2633	40.50769230769231
GO:0045333	BP	e	cellular respiration	2/2	65/2633	0.0006002837495109567	5.0	2.0	0.016	P0ABI8, P0ABJ3	lpxC	lpcA	65	2633	40.50769230769231
GO:0042578	MF	e	phosphoric ester hydrolase activity	2/2	65/2633	0.0006002837495109567	4.0	2.0	0.032	P06987, P0AGB0	hisB	serB	65	2633	40.50769230769231
GO:0042578	MF	e	phosphoric ester hydrolase activity	2/2	65/2633	0.0006002837495109567	4.0	2.0	0.016	P0AFA2, P21515	sfmF	ycbQ	65	2633	40.50769230769231
GO:0045333	BP	e	cellular respiration	2/2	65/2633	0.0006002837495109567	5.0	2.0	0.038	P0AFE8, P33602	pyrC	pyrD	65	2633	40.50769230769231
GO:0045333	BP	e	cellular respiration	2/2	65/2633	0.0006002837495109567	5.0	2.0	0.04	P07014, P31979	purA	purF	65	2633	40.50769230769231
GO:0045333	BP	e	cellular respiration	2/2	65/2633	0.0006002837495109567	5.0	2.0	0.022000000000000002	P0ACD8, P24183	carB	carA	65	2633	40.50769230769231
GO:0042578	MF	e	phosphoric ester hydrolase activity	2/2	65/2633	0.0006002837495109567	4.0	2.0	0.034	P0AGB0, P22255	pdxJ	pdxA	65	2633	40.50769230769231
GO:0045333	BP	e	cellular respiration	2/2	65/2633	0.0006002837495109567	5.0	2.0	0.034	P0AFC7, P0AFE8	nuoB	nuoM	65	2633	40.50769230769231
GO:0045333	BP	e	cellular respiration	2/2	65/2633	0.0006002837495109567	5.0	2.0	0.036000000000000004	P0AFD4, P31979	nuoN	nuoC	65	2633	40.50769230769231
GO:0140097	MF	e	catalytic activity, acting on DNA	2/2	66/2633	0.0006190426166831637	2.0	2.0	0.024	P08394, P0A814	nuoE	nuoM	66	2633	39.89393939393939
