ids	Pwy	pcomplex	kegg_modules	operon	regulator_name
3216	PWY-5437	THREDEHYDCAT-CPLX	eco_M00570  Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	TU0-14551	TdcA
3216	PWY-5437	THREDEHYDCAT-CPLX	eco_M00570  Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	TU00125	TdcA
3216	PWY-5437	THREDEHYDCAT-CPLX	eco_M00570  Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	TU0-14551	TdcR
3216	PWY-5437	THREDEHYDCAT-CPLX	eco_M00570  Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	TU00125	TdcR
3216	BRANCHED-CHAIN-AA-SYN-PWY	THREDEHYDCAT-CPLX	eco_M00570  Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	TU0-14551	CRP
3216	BRANCHED-CHAIN-AA-SYN-PWY	THREDEHYDCAT-CPLX	eco_M00570  Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	TU00125	CRP
3216	BRANCHED-CHAIN-AA-SYN-PWY	THREDEHYDCAT-CPLX	eco_M00570  Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	TU0-14551	FNR
3216	BRANCHED-CHAIN-AA-SYN-PWY	THREDEHYDCAT-CPLX	eco_M00570  Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	TU00125	FNR
3216	BRANCHED-CHAIN-AA-SYN-PWY	THREDEHYDCAT-CPLX	eco_M00570  Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	TU0-14551	IHF
3216	BRANCHED-CHAIN-AA-SYN-PWY	THREDEHYDCAT-CPLX	eco_M00570  Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	TU00125	IHF
3216	BRANCHED-CHAIN-AA-SYN-PWY	THREDEHYDCAT-CPLX	eco_M00570  Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	TU0-14551	TdcA
3216	BRANCHED-CHAIN-AA-SYN-PWY	THREDEHYDCAT-CPLX	eco_M00570  Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	TU00125	TdcA
3216	BRANCHED-CHAIN-AA-SYN-PWY	THREDEHYDCAT-CPLX	eco_M00570  Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	TU0-14551	TdcR
3216	BRANCHED-CHAIN-AA-SYN-PWY	THREDEHYDCAT-CPLX	eco_M00570  Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	TU00125	TdcR
392	NA	NA	NA	TU00125	CRP
392	NA	NA	NA	TU00125	FNR
392	NA	NA	NA	TU00125	IHF
392	NA	NA	NA	TU00125	TdcA
392	NA	NA	NA	TU00125	TdcR
2611	NA	NA	NA	TU0-13871	NA
2669	NA	NA	NA	TU0-13871	NA
2757	GLUCARGALACTSUPER-PWY	NA	NA	TU482	FNR
2757	GLUCARGALACTSUPER-PWY	NA	NA	TU482	Fur
2757	GLUCARGALACTSUPER-PWY	NA	NA	TU482	H-NS
2757	GLUCARGALACTSUPER-PWY	NA	NA	TU482	CdaR
2757	GALACTARDEG-PWY	NA	NA	TU482	FNR
2757	GALACTARDEG-PWY	NA	NA	TU482	Fur
2757	GALACTARDEG-PWY	NA	NA	TU482	H-NS
2757	GALACTARDEG-PWY	NA	NA	TU482	CdaR
2757	GLUCARDEG-PWY	NA	NA	TU482	FNR
2757	GLUCARDEG-PWY	NA	NA	TU482	Fur
2757	GLUCARDEG-PWY	NA	NA	TU482	H-NS
2757	GLUCARDEG-PWY	NA	NA	TU482	CdaR
2757	GLYCOLATEMET-PWY	NA	NA	TU482	FNR
2757	GLYCOLATEMET-PWY	NA	NA	TU482	Fur
2757	GLYCOLATEMET-PWY	NA	NA	TU482	H-NS
2757	GLYCOLATEMET-PWY	NA	NA	TU482	CdaR
2757	GLYCOL-GLYOXDEG-PWY	NA	NA	TU482	FNR
2757	GLYCOL-GLYOXDEG-PWY	NA	NA	TU482	Fur
2757	GLYCOL-GLYOXDEG-PWY	NA	NA	TU482	H-NS
2757	GLYCOL-GLYOXDEG-PWY	NA	NA	TU482	CdaR
2757	PWY0-1300	NA	NA	TU482	FNR
2757	PWY0-1300	NA	NA	TU482	Fur
2757	PWY0-1300	NA	NA	TU482	H-NS
2757	PWY0-1300	NA	NA	TU482	CdaR
2830	GLUCARGALACTSUPER-PWY	CPLX0-7615	NA	TU482	FNR
2830	GLUCARGALACTSUPER-PWY	CPLX0-7615	NA	TU482	Fur
2830	GLUCARGALACTSUPER-PWY	CPLX0-7615	NA	TU482	H-NS
2830	GLUCARGALACTSUPER-PWY	CPLX0-7615	NA	TU482	CdaR
2830	GALACTARDEG-PWY	CPLX0-7615	NA	TU482	FNR
2830	GALACTARDEG-PWY	CPLX0-7615	NA	TU482	Fur
2830	GALACTARDEG-PWY	CPLX0-7615	NA	TU482	H-NS
2830	GALACTARDEG-PWY	CPLX0-7615	NA	TU482	CdaR
2830	GLUCARDEG-PWY	CPLX0-7615	NA	TU482	FNR
2830	GLUCARDEG-PWY	CPLX0-7615	NA	TU482	Fur
2830	GLUCARDEG-PWY	CPLX0-7615	NA	TU482	H-NS
2830	GLUCARDEG-PWY	CPLX0-7615	NA	TU482	CdaR
2907	NA	NA	NA	TU482	FNR
2907	NA	NA	NA	TU482	Fur
2907	NA	NA	NA	TU482	H-NS
2907	NA	NA	NA	TU482	CdaR
1501	GLUCARGALACTSUPER-PWY	NA	NA	TU0-4461	CdaR
1501	GALACTARDEG-PWY	NA	NA	TU0-4461	CdaR
87	NA	CPLX0-7624	NA	TU0-13872	NA
1592	NA	CPLX0-7624	NA	TU0-13872	NA
12	NA	NA	NA	TU0-6582	AgaR
2236	GALACTITOLCAT-PWY	CPLX0-240	NA	TU0-6581	CRP
2236	GALACTITOLCAT-PWY	CPLX0-240	NA	TU0-6581	AgaR
2236	HEXITOLDEGSUPER-PWY	CPLX0-240	NA	TU0-6581	CRP
2236	HEXITOLDEGSUPER-PWY	CPLX0-240	NA	TU0-6581	AgaR
1974	NA	CPLX0-7610	NA	TU0-6581	CRP
1974	NA	CPLX0-7610	NA	TU0-6581	AgaR
2980	NA	CPLX0-7610	NA	TU0-6581	CRP
2980	NA	CPLX0-7610	NA	TU0-6581	AgaR
2328	NA	NA	NA	TU0-6583	AgaR
2422	GALACTITOLCAT-PWY	CPLX0-240	NA	TU0-6583	AgaR
2422	HEXITOLDEGSUPER-PWY	CPLX0-240	NA	TU0-6583	AgaR
2513	NA	CPLX-170	NA	TU0-6583	AgaR
2604	NA	CPLX-170	NA	TU0-6583	AgaR
1376	NA	CPLX-170	NA	TU0-6583	AgaR
1922	NA	NA	NA	TU0-6583	AgaR
1684	NA	NA	NA	TU0-13873	NA
1248	NA	NA	NA	TU0-13874	NA
132	NA	NA	NA	TU0-13874	NA
1773	NA	NA	NA	TU0-13874	NA
3432	NA	CPLX0-8231	NA	TU0-8659	NA
1863	PWY0-1586	CPLX0-8179	NA	TU0-14341	NA
3702	NA	NA	NA	TU0-14342	NA
1227	NA	CPLX0-3221	NA	TU0-14343	NA
1321	NA	NA	NA	TU-8396	NA
1321	NA	NA	NA	TU0-6361	NA
1416	NA	NA	NA	TU0-13875	NA
1505	NA	NA	NA	TU0-8575	NA
1596	NA	NA	NA	TU0-8576	NA
1687	NA	NA	NA	TU0-13877	CsgD
1687	NA	NA	NA	TU0-14656	CsgD
2066	NA	NA	NA	TU0-13877	CsgD
2066	NA	NA	NA	TU0-14656	CsgD
166	NA	NA	NA	TU0-13878	NA
1777	NA	NA	NA	TU0-13879	NA
2014	NA	NA	NA	TU0-14288	IHF
2014	NA	NA	NA	TU00093	IHF
2014	NA	NA	NA	TU0-14288	HU
2014	NA	NA	NA	TU00093	HU
2014	NA	NA	NA	TU0-14288	TrpR
2014	NA	NA	NA	TU00093	TrpR
2014	NA	NA	NA	TU0-14288	TyrR
2014	NA	NA	NA	TU00093	TyrR
1867	NA	CPLX0-8198	NA	TU0-13881	NA
2074	NA	NA	NA	TU341	ArgR
2074	NA	NA	NA	TU0-6223	ArgR
2074	NA	NA	NA	TU341	CRP
2074	NA	NA	NA	TU0-6223	CRP
2074	NA	NA	NA	TU341	Fis
2074	NA	NA	NA	TU0-6223	Fis
3677	NA	NA	NA	TU341	ArgR
3677	NA	NA	NA	TU0-6223	ArgR
3677	NA	NA	NA	TU341	CRP
3677	NA	NA	NA	TU0-6223	CRP
3677	NA	NA	NA	TU341	Fis
3677	NA	NA	NA	TU0-6223	Fis
859	ARGSYN-PWY	CPLX0-238	eco_M00844  Arginine biosynthesis, ornithine => arginine	TU0-5501	ArgR
859	ARGSYN-PWY	CPLX0-238	eco_M00844  Arginine biosynthesis, ornithine => arginine	TU0-5501	CRP
859	ARG+POLYAMINE-SYN	CPLX0-238	eco_M00844  Arginine biosynthesis, ornithine => arginine	TU0-5501	ArgR
859	ARG+POLYAMINE-SYN	CPLX0-238	eco_M00844  Arginine biosynthesis, ornithine => arginine	TU0-5501	CRP
1554	NA	SEC-SECRETION-CPLX	NA	TU0-14573	NA
1554	NA	SEC-SECRETION-CPLX	NA	TU0-14574	NA
1554	NA	SEC-SECRETION-CPLX	NA	TU0-14328	NA
1554	NA	SECE-G-Y-CPLX	NA	TU0-14573	NA
1554	NA	SECE-G-Y-CPLX	NA	TU0-14574	NA
1554	NA	SECE-G-Y-CPLX	NA	TU0-14328	NA
3431	NA	CPLX0-2982	NA	TU00277	NA
3431	NA	CPLX0-2982	NA	TU00414	NA
1641	NA	NA	NA	TU00277	NA
1641	NA	NA	NA	TU00414	NA
1189	NA	NA	NA	TU0-8577	NA
2247	NA	NA	NA	TU0-14794	NA
2247	NA	NA	NA	TU-8397	NA
241	NA	NA	NA	TU0-8781	NA
3423	NA	NA	NA	TU0-42628	MlrA
3423	NA	NA	NA	TU0-13884	MlrA
1279	NA	NA	NA	TU0-42628	MlrA
1279	NA	NA	NA	TU0-13884	MlrA
2593	NA	NA	NA	TU0-13886	RcsB
2593	NA	NA	NA	TU0-13886	RcsB-BglJ
3477	PWY-6387	NA	NA	TU0-13887	NA
3477	PWY-6387	NA	NA	TU0-42495	NA
3477	PEPTIDOGLYCANSYN-PWY	NA	NA	TU0-13887	NA
3477	PEPTIDOGLYCANSYN-PWY	NA	NA	TU0-42495	NA
2339	NA	CPLX0-8239	NA	TU0-42495	MlrA
2339	NA	CPLX0-8239	NA	TU0-13888	MlrA
1374	NA	NA	NA	TU0-13889	NA
1467	NA	ABC-45-CPLX	NA	TU0-13889	NA
1559	NA	ABC-45-CPLX	NA	TU0-13889	NA
2107	NA	ABC-45-CPLX	NA	TU0-13889	NA
1646	NA	NA	NA	TU0-36430	NA
1646	NA	NA	NA	TU0-14290	NA
1736	LPSSYN-PWY	CPLX0-1262	eco_M00063  CMP-KDO biosynthesis	TU0-36430	NA
1736	LPSSYN-PWY	CPLX0-1262	eco_M00063  CMP-KDO biosynthesis	TU0-14290	NA
1736	KDO-NAGLIPASYN-PWY	CPLX0-1262	eco_M00063  CMP-KDO biosynthesis	TU0-36430	NA
1736	KDO-NAGLIPASYN-PWY	CPLX0-1262	eco_M00063  CMP-KDO biosynthesis	TU0-14290	NA
1736	PWY-1269	CPLX0-1262	eco_M00063  CMP-KDO biosynthesis	TU0-36430	NA
1736	PWY-1269	CPLX0-1262	eco_M00063  CMP-KDO biosynthesis	TU0-14290	NA
3419	NA	CPLX0-7992	NA	TU0-14291	NA
3419	NA	CPLX0-7992	NA	TU0-36433	NA
3419	NA	CPLX0-7992	NA	TU0-36430	NA
3419	NA	CPLX0-7992	NA	TU0-36431	NA
3419	NA	CPLX0-7992	NA	TU0-36432	NA
3419	NA	CPLX0-7992	NA	TU0-14292	NA
267	NA	RNAP54-CPLX	NA	TU-8398	NA
267	NA	RNAP54-CPLX	NA	TU00487	NA
1193	NA	NA	NA	TU-8398	NA
1193	NA	NA	NA	TU00487	NA
2286	NA	NA	NA	TU-8398	NA
2286	NA	NA	NA	TU00487	NA
1283	NA	CPLX0-7998	NA	TU-8398	NA
1283	NA	CPLX0-7998	NA	TU00487	NA
2380	NA	NA	NA	TU00487	NA
1378	NA	NA	NA	TU0-7781	PhoP
1378	NA	NA	NA	TU0-7781	BasR
1342	PWY0-1586	NA	NA	TU0-13890	NA
2434	NA	NA	NA	TU0-13890	NA
3762	NA	NA	NA	TU0-13891	NA
3055	GLUTAMINDEG-PWY	GLUTAMATESYN-DIMER	NA	TU00182	ArgR
3055	GLUTAMINDEG-PWY	GLUTAMATESYN-DIMER	NA	TU00182	CRP
3055	GLUTAMINDEG-PWY	GLUTAMATESYN-DIMER	NA	TU00182	FNR
3055	GLUTAMINDEG-PWY	GLUTAMATESYN-DIMER	NA	TU00182	Fur
3055	GLUTAMINDEG-PWY	GLUTAMATESYN-DIMER	NA	TU00182	IHF
3055	GLUTAMINDEG-PWY	GLUTAMATESYN-DIMER	NA	TU00182	Lrp
3055	GLUTAMINDEG-PWY	GLUTAMATESYN-DIMER	NA	TU00182	HdfR
3055	GLUTAMINDEG-PWY	GLUTAMATESYN-DIMER	NA	TU00182	GadE
3055	GLUTAMINDEG-PWY	GLUTAMATESYN-DIMER	NA	TU00182	RcsB
3055	GLUTAMINDEG-PWY	GLUTAMATESYN-DIMER	NA	TU00182	AdiY
3055	GLUTAMINDEG-PWY	GLUTAMATESYN-DIMER	NA	TU00182	Nac
3055	GLUTAMINDEG-PWY	GLUTAMATESYN-CPLX	NA	TU00182	ArgR
3055	GLUTAMINDEG-PWY	GLUTAMATESYN-CPLX	NA	TU00182	CRP
3055	GLUTAMINDEG-PWY	GLUTAMATESYN-CPLX	NA	TU00182	FNR
3055	GLUTAMINDEG-PWY	GLUTAMATESYN-CPLX	NA	TU00182	Fur
3055	GLUTAMINDEG-PWY	GLUTAMATESYN-CPLX	NA	TU00182	IHF
3055	GLUTAMINDEG-PWY	GLUTAMATESYN-CPLX	NA	TU00182	Lrp
3055	GLUTAMINDEG-PWY	GLUTAMATESYN-CPLX	NA	TU00182	HdfR
3055	GLUTAMINDEG-PWY	GLUTAMATESYN-CPLX	NA	TU00182	GadE
3055	GLUTAMINDEG-PWY	GLUTAMATESYN-CPLX	NA	TU00182	RcsB
3055	GLUTAMINDEG-PWY	GLUTAMATESYN-CPLX	NA	TU00182	AdiY
3055	GLUTAMINDEG-PWY	GLUTAMATESYN-CPLX	NA	TU00182	Nac
3055	AMMASSIM-PWY	GLUTAMATESYN-DIMER	NA	TU00182	ArgR
3055	AMMASSIM-PWY	GLUTAMATESYN-DIMER	NA	TU00182	CRP
3055	AMMASSIM-PWY	GLUTAMATESYN-DIMER	NA	TU00182	FNR
3055	AMMASSIM-PWY	GLUTAMATESYN-DIMER	NA	TU00182	Fur
3055	AMMASSIM-PWY	GLUTAMATESYN-DIMER	NA	TU00182	IHF
3055	AMMASSIM-PWY	GLUTAMATESYN-DIMER	NA	TU00182	Lrp
3055	AMMASSIM-PWY	GLUTAMATESYN-DIMER	NA	TU00182	HdfR
3055	AMMASSIM-PWY	GLUTAMATESYN-DIMER	NA	TU00182	GadE
3055	AMMASSIM-PWY	GLUTAMATESYN-DIMER	NA	TU00182	RcsB
3055	AMMASSIM-PWY	GLUTAMATESYN-DIMER	NA	TU00182	AdiY
3055	AMMASSIM-PWY	GLUTAMATESYN-DIMER	NA	TU00182	Nac
3055	AMMASSIM-PWY	GLUTAMATESYN-CPLX	NA	TU00182	ArgR
3055	AMMASSIM-PWY	GLUTAMATESYN-CPLX	NA	TU00182	CRP
3055	AMMASSIM-PWY	GLUTAMATESYN-CPLX	NA	TU00182	FNR
3055	AMMASSIM-PWY	GLUTAMATESYN-CPLX	NA	TU00182	Fur
3055	AMMASSIM-PWY	GLUTAMATESYN-CPLX	NA	TU00182	IHF
3055	AMMASSIM-PWY	GLUTAMATESYN-CPLX	NA	TU00182	Lrp
3055	AMMASSIM-PWY	GLUTAMATESYN-CPLX	NA	TU00182	HdfR
3055	AMMASSIM-PWY	GLUTAMATESYN-CPLX	NA	TU00182	GadE
3055	AMMASSIM-PWY	GLUTAMATESYN-CPLX	NA	TU00182	RcsB
3055	AMMASSIM-PWY	GLUTAMATESYN-CPLX	NA	TU00182	AdiY
3055	AMMASSIM-PWY	GLUTAMATESYN-CPLX	NA	TU00182	Nac
3055	GLUTSYN-PWY	GLUTAMATESYN-DIMER	NA	TU00182	ArgR
3055	GLUTSYN-PWY	GLUTAMATESYN-DIMER	NA	TU00182	CRP
3055	GLUTSYN-PWY	GLUTAMATESYN-DIMER	NA	TU00182	FNR
3055	GLUTSYN-PWY	GLUTAMATESYN-DIMER	NA	TU00182	Fur
3055	GLUTSYN-PWY	GLUTAMATESYN-DIMER	NA	TU00182	IHF
3055	GLUTSYN-PWY	GLUTAMATESYN-DIMER	NA	TU00182	Lrp
3055	GLUTSYN-PWY	GLUTAMATESYN-DIMER	NA	TU00182	HdfR
3055	GLUTSYN-PWY	GLUTAMATESYN-DIMER	NA	TU00182	GadE
3055	GLUTSYN-PWY	GLUTAMATESYN-DIMER	NA	TU00182	RcsB
3055	GLUTSYN-PWY	GLUTAMATESYN-DIMER	NA	TU00182	AdiY
3055	GLUTSYN-PWY	GLUTAMATESYN-DIMER	NA	TU00182	Nac
3055	GLUTSYN-PWY	GLUTAMATESYN-CPLX	NA	TU00182	ArgR
3055	GLUTSYN-PWY	GLUTAMATESYN-CPLX	NA	TU00182	CRP
3055	GLUTSYN-PWY	GLUTAMATESYN-CPLX	NA	TU00182	FNR
3055	GLUTSYN-PWY	GLUTAMATESYN-CPLX	NA	TU00182	Fur
3055	GLUTSYN-PWY	GLUTAMATESYN-CPLX	NA	TU00182	IHF
3055	GLUTSYN-PWY	GLUTAMATESYN-CPLX	NA	TU00182	Lrp
3055	GLUTSYN-PWY	GLUTAMATESYN-CPLX	NA	TU00182	HdfR
3055	GLUTSYN-PWY	GLUTAMATESYN-CPLX	NA	TU00182	GadE
3055	GLUTSYN-PWY	GLUTAMATESYN-CPLX	NA	TU00182	RcsB
3055	GLUTSYN-PWY	GLUTAMATESYN-CPLX	NA	TU00182	AdiY
3055	GLUTSYN-PWY	GLUTAMATESYN-CPLX	NA	TU00182	Nac
3661	GLUTAMINDEG-PWY	GLUTAMATESYN-DIMER	NA	TU00182	ArgR
3661	GLUTAMINDEG-PWY	GLUTAMATESYN-DIMER	NA	TU00182	CRP
3661	GLUTAMINDEG-PWY	GLUTAMATESYN-DIMER	NA	TU00182	FNR
3661	GLUTAMINDEG-PWY	GLUTAMATESYN-DIMER	NA	TU00182	Fur
3661	GLUTAMINDEG-PWY	GLUTAMATESYN-DIMER	NA	TU00182	IHF
3661	GLUTAMINDEG-PWY	GLUTAMATESYN-DIMER	NA	TU00182	Lrp
3661	GLUTAMINDEG-PWY	GLUTAMATESYN-DIMER	NA	TU00182	HdfR
3661	GLUTAMINDEG-PWY	GLUTAMATESYN-DIMER	NA	TU00182	GadE
3661	GLUTAMINDEG-PWY	GLUTAMATESYN-DIMER	NA	TU00182	RcsB
3661	GLUTAMINDEG-PWY	GLUTAMATESYN-DIMER	NA	TU00182	AdiY
3661	GLUTAMINDEG-PWY	GLUTAMATESYN-DIMER	NA	TU00182	Nac
3661	GLUTAMINDEG-PWY	GLUTAMATESYN-CPLX	NA	TU00182	ArgR
3661	GLUTAMINDEG-PWY	GLUTAMATESYN-CPLX	NA	TU00182	CRP
3661	GLUTAMINDEG-PWY	GLUTAMATESYN-CPLX	NA	TU00182	FNR
3661	GLUTAMINDEG-PWY	GLUTAMATESYN-CPLX	NA	TU00182	Fur
3661	GLUTAMINDEG-PWY	GLUTAMATESYN-CPLX	NA	TU00182	IHF
3661	GLUTAMINDEG-PWY	GLUTAMATESYN-CPLX	NA	TU00182	Lrp
3661	GLUTAMINDEG-PWY	GLUTAMATESYN-CPLX	NA	TU00182	HdfR
3661	GLUTAMINDEG-PWY	GLUTAMATESYN-CPLX	NA	TU00182	GadE
3661	GLUTAMINDEG-PWY	GLUTAMATESYN-CPLX	NA	TU00182	RcsB
3661	GLUTAMINDEG-PWY	GLUTAMATESYN-CPLX	NA	TU00182	AdiY
3661	GLUTAMINDEG-PWY	GLUTAMATESYN-CPLX	NA	TU00182	Nac
3661	AMMASSIM-PWY	GLUTAMATESYN-DIMER	NA	TU00182	ArgR
3661	AMMASSIM-PWY	GLUTAMATESYN-DIMER	NA	TU00182	CRP
3661	AMMASSIM-PWY	GLUTAMATESYN-DIMER	NA	TU00182	FNR
3661	AMMASSIM-PWY	GLUTAMATESYN-DIMER	NA	TU00182	Fur
3661	AMMASSIM-PWY	GLUTAMATESYN-DIMER	NA	TU00182	IHF
3661	AMMASSIM-PWY	GLUTAMATESYN-DIMER	NA	TU00182	Lrp
3661	AMMASSIM-PWY	GLUTAMATESYN-DIMER	NA	TU00182	HdfR
3661	AMMASSIM-PWY	GLUTAMATESYN-DIMER	NA	TU00182	GadE
3661	AMMASSIM-PWY	GLUTAMATESYN-DIMER	NA	TU00182	RcsB
3661	AMMASSIM-PWY	GLUTAMATESYN-DIMER	NA	TU00182	AdiY
3661	AMMASSIM-PWY	GLUTAMATESYN-DIMER	NA	TU00182	Nac
3661	AMMASSIM-PWY	GLUTAMATESYN-CPLX	NA	TU00182	ArgR
3661	AMMASSIM-PWY	GLUTAMATESYN-CPLX	NA	TU00182	CRP
3661	AMMASSIM-PWY	GLUTAMATESYN-CPLX	NA	TU00182	FNR
3661	AMMASSIM-PWY	GLUTAMATESYN-CPLX	NA	TU00182	Fur
3661	AMMASSIM-PWY	GLUTAMATESYN-CPLX	NA	TU00182	IHF
3661	AMMASSIM-PWY	GLUTAMATESYN-CPLX	NA	TU00182	Lrp
3661	AMMASSIM-PWY	GLUTAMATESYN-CPLX	NA	TU00182	HdfR
3661	AMMASSIM-PWY	GLUTAMATESYN-CPLX	NA	TU00182	GadE
3661	AMMASSIM-PWY	GLUTAMATESYN-CPLX	NA	TU00182	RcsB
3661	AMMASSIM-PWY	GLUTAMATESYN-CPLX	NA	TU00182	AdiY
3661	AMMASSIM-PWY	GLUTAMATESYN-CPLX	NA	TU00182	Nac
3661	GLUTSYN-PWY	GLUTAMATESYN-DIMER	NA	TU00182	ArgR
3661	GLUTSYN-PWY	GLUTAMATESYN-DIMER	NA	TU00182	CRP
3661	GLUTSYN-PWY	GLUTAMATESYN-DIMER	NA	TU00182	FNR
3661	GLUTSYN-PWY	GLUTAMATESYN-DIMER	NA	TU00182	Fur
3661	GLUTSYN-PWY	GLUTAMATESYN-DIMER	NA	TU00182	IHF
3661	GLUTSYN-PWY	GLUTAMATESYN-DIMER	NA	TU00182	Lrp
3661	GLUTSYN-PWY	GLUTAMATESYN-DIMER	NA	TU00182	HdfR
3661	GLUTSYN-PWY	GLUTAMATESYN-DIMER	NA	TU00182	GadE
3661	GLUTSYN-PWY	GLUTAMATESYN-DIMER	NA	TU00182	RcsB
3661	GLUTSYN-PWY	GLUTAMATESYN-DIMER	NA	TU00182	AdiY
3661	GLUTSYN-PWY	GLUTAMATESYN-DIMER	NA	TU00182	Nac
3661	GLUTSYN-PWY	GLUTAMATESYN-CPLX	NA	TU00182	ArgR
3661	GLUTSYN-PWY	GLUTAMATESYN-CPLX	NA	TU00182	CRP
3661	GLUTSYN-PWY	GLUTAMATESYN-CPLX	NA	TU00182	FNR
3661	GLUTSYN-PWY	GLUTAMATESYN-CPLX	NA	TU00182	Fur
3661	GLUTSYN-PWY	GLUTAMATESYN-CPLX	NA	TU00182	IHF
3661	GLUTSYN-PWY	GLUTAMATESYN-CPLX	NA	TU00182	Lrp
3661	GLUTSYN-PWY	GLUTAMATESYN-CPLX	NA	TU00182	HdfR
3661	GLUTSYN-PWY	GLUTAMATESYN-CPLX	NA	TU00182	GadE
3661	GLUTSYN-PWY	GLUTAMATESYN-CPLX	NA	TU00182	RcsB
3661	GLUTSYN-PWY	GLUTAMATESYN-CPLX	NA	TU00182	AdiY
3661	GLUTSYN-PWY	GLUTAMATESYN-CPLX	NA	TU00182	Nac
1813	NA	NA	NA	TU00182	ArgR
1813	NA	NA	NA	TU00182	CRP
1813	NA	NA	NA	TU00182	FNR
1813	NA	NA	NA	TU00182	Fur
1813	NA	NA	NA	TU00182	IHF
1813	NA	NA	NA	TU00182	Lrp
1813	NA	NA	NA	TU00182	HdfR
1813	NA	NA	NA	TU00182	GadE
1813	NA	NA	NA	TU00182	RcsB
1813	NA	NA	NA	TU00182	AdiY
1813	NA	NA	NA	TU00182	Nac
1471	NA	NA	NA	TU0-13892	NA
1181	NA	NA	NA	TU0-13892	NA
1562	NA	NA	NA	TU0-13893	NA
1650	NA	NA	NA	TU0-13894	NA
1740	NA	NA	NA	TU0-1601	CRP
1740	NA	NA	NA	TU0-1601	Fis
1740	NA	NA	NA	TU0-1601	NanR
1906	GLCMANNANAUT-PWY	NA	NA	TU0-1601	CRP
1906	GLCMANNANAUT-PWY	NA	NA	TU0-1601	Fis
1906	GLCMANNANAUT-PWY	NA	NA	TU0-1601	NanR
1906	PWY0-1324	NA	NA	TU0-1601	CRP
1906	PWY0-1324	NA	NA	TU0-1601	Fis
1906	PWY0-1324	NA	NA	TU0-1601	NanR
2524	NA	NA	NA	TU0-1601	CRP
2524	NA	NA	NA	TU0-1601	Fis
2524	NA	NA	NA	TU0-1601	NanR
1499	GLCMANNANAUT-PWY	ACNEULY-CPLX	NA	TU0-42543	CRP
1499	GLCMANNANAUT-PWY	ACNEULY-CPLX	NA	TU0-1601	CRP
1499	GLCMANNANAUT-PWY	ACNEULY-CPLX	NA	TU0-42543	Fis
1499	GLCMANNANAUT-PWY	ACNEULY-CPLX	NA	TU0-1601	Fis
1499	GLCMANNANAUT-PWY	ACNEULY-CPLX	NA	TU0-42543	NanR
1499	GLCMANNANAUT-PWY	ACNEULY-CPLX	NA	TU0-1601	NanR
1499	PWY0-1324	ACNEULY-CPLX	NA	TU0-42543	CRP
1499	PWY0-1324	ACNEULY-CPLX	NA	TU0-1601	CRP
1499	PWY0-1324	ACNEULY-CPLX	NA	TU0-42543	Fis
1499	PWY0-1324	ACNEULY-CPLX	NA	TU0-1601	Fis
1499	PWY0-1324	ACNEULY-CPLX	NA	TU0-42543	NanR
1499	PWY0-1324	ACNEULY-CPLX	NA	TU0-1601	NanR
2471	NA	NA	NA	TU0-8761	IHF
2471	NA	NA	NA	TU0-1902	IHF
2471	NA	NA	NA	TU0-8761	PhoP
2471	NA	NA	NA	TU0-1902	PhoP
2092	NA	CPLX0-2681	NA	TU00361	NA
1215	NA	NA	NA	TU00361	NA
1830	NA	NA	NA	TU0-13896	NA
304	NA	CPLX0-8187	NA	TU0-42560	NA
304	NA	CPLX0-8187	NA	TU0-13898	NA
20	TCA	MALATE-DEHASE	eco_M00009  Citrate cycle (TCA cycle, Krebs cycle)	TU0-14745	ArcA
20	TCA	MALATE-DEHASE	eco_M00009  Citrate cycle (TCA cycle, Krebs cycle)	TU00108	ArcA
20	TCA	MALATE-DEHASE	eco_M00009  Citrate cycle (TCA cycle, Krebs cycle)	TU0-14745	CRP
20	TCA	MALATE-DEHASE	eco_M00009  Citrate cycle (TCA cycle, Krebs cycle)	TU00108	CRP
20	TCA	MALATE-DEHASE	eco_M00009  Citrate cycle (TCA cycle, Krebs cycle)	TU0-14745	FlhDC
20	TCA	MALATE-DEHASE	eco_M00009  Citrate cycle (TCA cycle, Krebs cycle)	TU00108	FlhDC
20	TCA	MALATE-DEHASE	eco_M00009  Citrate cycle (TCA cycle, Krebs cycle)	TU0-14745	DpiA
20	TCA	MALATE-DEHASE	eco_M00009  Citrate cycle (TCA cycle, Krebs cycle)	TU00108	DpiA
